State,District,Crop,Season,Season_Order,Crop_Year,Start_Year,End_Year,Season_Start_Month,Season_End_Month,Season_Months,Season_Start_Year,Season_End_Year,Season_Crosses_Calendar_Year,Area_Ha,Production_Tonnes,Yield_Ton_per_Ha,Production_YoY_Change_Pct,Yield_YoY_Change_Pct,Area_YoY_Change_Pct,Production_3Y_Mean,Yield_3Y_Mean,Production_Deviation_From_3Y_Mean,Yield_Deviation_From_3Y_Mean
Andaman and Nicobar Islands,South andamans,Arecanut,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,1372.2,9904.45,7.22,34.385638,34.450652,0.0,6089.87,4.616667,3814.58,2.603333
Andaman and Nicobar Islands,South andamans,Arecanut,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1372.2,9652.0,7.03,-2.548854,-2.631579,0.0,7448.456667,5.43,2203.543333,1.6
Andaman and Nicobar Islands,South andamans,Black pepper,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,70.0,4.57,0.07,,,,,,,
Andaman and Nicobar Islands,South andamans,Black pepper,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,66.9,18.05,0.27,294.967177,285.714286,-4.428571,4.57,0.07,13.48,0.2
Andaman and Nicobar Islands,South andamans,Black pepper,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,40.16,45.96,1.14,154.626039,322.222222,-39.970105,11.31,0.17,34.65,0.97
Andaman and Nicobar Islands,South andamans,Black pepper,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,38.16,43.46,1.14,-5.439513,0.0,-4.98008,22.86,0.493333,20.6,0.646667
Andaman and Nicobar Islands,South andamans,Black pepper,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,38.2,42.57,1.11,-2.04786,-2.631579,0.104822,35.823333,0.85,6.746667,0.26
Andaman and Nicobar Islands,South andamans,Cashewnut,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,18.9,22.23,1.18,,,,,,,
Andaman and Nicobar Islands,South andamans,Cashewnut,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,18.9,22.25,1.18,0.089969,0.0,0.0,22.23,1.18,0.02,0.0
Andaman and Nicobar Islands,South andamans,Cashewnut,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,5.9,4.58,0.78,-79.41573,-33.898305,-68.783069,22.24,1.18,-17.66,-0.4
Andaman and Nicobar Islands,South andamans,Cashewnut,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,5.5,4.53,0.82,-1.091703,5.128205,-6.779661,16.353333,1.046667,-11.823333,-0.226667
Andaman and Nicobar Islands,South andamans,Cashewnut,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,5.9,4.9,0.83,8.16777,1.219512,7.272727,10.453333,0.926667,-5.553333,-0.096667
Andaman and Nicobar Islands,South andamans,Dry Ginger,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,16.5,117.72,7.13,,,,,,,
Andaman and Nicobar Islands,South andamans,Dry Ginger,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,18.88,127.93,6.78,8.673123,-4.908836,14.424242,117.72,7.13,10.21,-0.35
Andaman and Nicobar Islands,South andamans,Dry chillies,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,15.5,124.0,8.0,,,,,,,
Andaman and Nicobar Islands,South andamans,Dry chillies,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,25.35,204.15,8.05,64.637097,0.625,63.548387,124.0,8.0,80.15,0.05
Andaman and Nicobar Islands,South andamans,Dry chillies,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,34.3,157.32,4.59,,,,164.075,8.025,-6.755,-3.435
Andaman and Nicobar Islands,South andamans,Dry chillies,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,14.93,37.35,2.5,-76.258581,-45.533769,-56.472303,180.735,6.32,-143.385,-3.82
Andaman and Nicobar Islands,South andamans,Ginger,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,33.0,391.0,11.85,,,,,,,
Andaman and Nicobar Islands,South andamans,Ginger,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,30.4,326.64,10.74,-16.460358,-9.367089,-7.878788,391.0,11.85,-64.36,-1.11
Andaman and Nicobar Islands,South andamans,Ginger,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,22.47,122.59,5.46,-62.469385,-49.162011,-26.085526,358.82,11.295,-236.23,-5.835
Andaman and Nicobar Islands,South andamans,Maize,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,20.2,22.5,1.11,,,,,,,
Andaman and Nicobar Islands,South andamans,Maize,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,5.22,12.95,2.48,-42.444444,123.423423,-74.158416,22.5,1.11,-9.55,1.37
Andaman and Nicobar Islands,South andamans,Maize,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,6.37,8.31,1.3,-35.830116,-47.580645,22.030651,17.725,1.795,-9.415,-0.495
Andaman and Nicobar Islands,South andamans,Maize,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,46.6,79.0,1.7,850.661853,30.769231,631.55416,14.586667,1.63,64.413333,0.07
Andaman and Nicobar Islands,South andamans,Moong(Green Gram),Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,3.92,2.08,0.53,,,,,,,
Andaman and Nicobar Islands,South andamans,Moong(Green Gram),Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,10.33,2.69,0.26,29.326923,-50.943396,163.520408,2.08,0.53,0.61,-0.27
Andaman and Nicobar Islands,South andamans,Moong(Green Gram),Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,10.33,2.69,0.26,0.0,0.0,0.0,2.385,0.395,0.305,-0.135
Andaman and Nicobar Islands,South andamans,Moong(Green Gram),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,5.9,3.54,0.6,31.598513,130.769231,-42.884802,2.486667,0.35,1.053333,0.25
Andaman and Nicobar Islands,South andamans,Rice,Autumn,2,2018-19,2018,2019,8,11,"8,9,10,11",2018,2018,0,164.16,378.57,2.31,,,,,,,
Andaman and Nicobar Islands,South andamans,Rice,Autumn,2,2019-20,2019,2020,8,11,"8,9,10,11",2019,2019,0,67.55,205.37,3.04,-45.751116,31.601732,-58.851121,378.57,2.31,-173.2,0.73
Andaman and Nicobar Islands,South andamans,Rice,Autumn,2,2022-23,2022,2023,8,11,"8,9,10,11",2022,2022,0,73.5,153.06,2.08,,,,205.37,3.04,-52.31,-0.96
Andaman and Nicobar Islands,South andamans,Sugarcane,Autumn,2,2018-19,2018,2019,8,11,"8,9,10,11",2018,2018,0,18.55,261.25,14.08,,,,,,,
Andaman and Nicobar Islands,South andamans,Sugarcane,Autumn,2,2019-20,2019,2020,8,11,"8,9,10,11",2019,2019,0,23.45,373.82,15.94,43.088995,13.210227,26.415094,261.25,14.08,112.57,1.86
Andaman and Nicobar Islands,South andamans,Sugarcane,Autumn,2,2020-21,2020,2021,8,11,"8,9,10,11",2020,2020,0,52.84,2497.37,47.26,568.067519,196.486826,125.33049,317.535,15.01,2179.835,32.25
Andaman and Nicobar Islands,South andamans,Sugarcane,Autumn,2,2021-22,2021,2022,8,11,"8,9,10,11",2021,2021,0,92.65,2751.0,29.69,10.155884,-37.177317,75.340651,1044.146667,25.76,1706.853333,3.93
Andaman and Nicobar Islands,South andamans,Sugarcane,Autumn,2,2022-23,2022,2023,8,11,"8,9,10,11",2022,2022,0,92.75,2748.78,29.64,-0.080698,-0.168407,0.107933,1874.063333,30.963333,874.716667,-1.323333
Andaman and Nicobar Islands,South andamans,Sweet potato,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,5.0,160.0,32.0,,,,,,,
Andaman and Nicobar Islands,South andamans,Sweet potato,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,6.55,318.55,48.63,99.09375,51.96875,31.0,160.0,32.0,158.55,16.63
Andaman and Nicobar Islands,South andamans,Sweet potato,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,20.1,265.26,13.2,-16.728928,-72.856262,206.870229,239.275,40.315,25.985,-27.115
Andaman and Nicobar Islands,South andamans,Sweet potato,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,20.6,273.54,13.28,3.121466,0.606061,2.487562,247.936667,31.276667,25.603333,-17.996667
Andaman and Nicobar Islands,South andamans,Sweet potato,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,21.75,287.75,13.23,5.194853,-0.376506,5.582524,285.783333,25.036667,1.966667,-11.806667
Andaman and Nicobar Islands,South andamans,Turmeric,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,15.85,119.7,7.55,,,,,,,
Andaman and Nicobar Islands,South andamans,Turmeric,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,13.88,74.37,5.36,-37.869674,-29.006623,-12.429022,119.7,7.55,-45.33,-2.19
Andaman and Nicobar Islands,South andamans,Turmeric,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,10.1,55.16,5.46,-25.830308,1.865672,-27.233429,97.035,6.455,-41.875,-0.995
Andaman and Nicobar Islands,South andamans,Turmeric,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,6.55,59.11,9.02,7.160986,65.201465,-35.148515,83.076667,6.123333,-23.966667,2.896667
Andaman and Nicobar Islands,South andamans,Turmeric,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,6.92,43.76,6.32,-25.968533,-29.933481,5.648855,62.88,6.613333,-19.12,-0.293333
Andaman and Nicobar Islands,South andamans,Urad,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1.0,0.02,0.02,,,,,,,
Andaman and Nicobar Islands,South andamans,Urad,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,5.55,0.04,0.01,100.0,-50.0,455.0,0.02,0.02,0.02,-0.01
Andaman and Nicobar Islands,South andamans,Urad,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,5.55,0.04,0.01,0.0,0.0,0.0,0.03,0.015,0.01,-0.005
Andaman and Nicobar Islands,South andamans,Urad,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1.2,0.59,0.49,1375.0,4800.0,-78.378378,0.033333,0.013333,0.556667,0.476667
Andhra Pradesh,Alluri sitharama raju,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,985.0,262.0,0.27,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Arhar/Tur,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,4.0,1.0,0.25,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,89.0,205.0,2.3,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Cotton(lint),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2682.0,7614.0,2.84,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Cowpea(Lobia),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,17.0,10.0,0.59,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Dry chillies,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,71.0,299.0,4.21,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Dry chillies,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,989.0,3627.0,3.67,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Ginger,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,749.0,2210.0,2.95,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Groundnut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2819.0,5260.0,1.87,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Groundnut,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,22.0,83.0,3.77,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Jowar,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,42.0,48.0,1.14,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Jowar,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,225.0,146.0,0.65,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Maize,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,4257.0,13295.0,3.12,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Maize,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1387.0,6222.0,4.49,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Moong(Green Gram),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,37.0,21.0,0.57,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Moong(Green Gram),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,520.0,395.0,0.76,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Niger seed,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2484.0,959.0,0.39,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Other Kharif pulses,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,26.0,32.0,1.23,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Other Kharif pulses,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,9668.0,11959.0,1.24,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Potato,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,15.0,308.0,20.53,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Potato,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,22.0,452.0,20.55,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Ragi,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,14946.0,15394.0,1.03,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Rice,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,56605.0,169077.0,2.99,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Rice,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2100.0,6297.0,3.0,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,18.0,3.0,0.17,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Sesamum,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,367.0,101.0,0.28,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Small millets,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2181.0,1093.0,0.5,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Sugarcane,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,47.0,3338.0,71.02,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Sunflower,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1.0,1.0,1.0,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Sweet potato,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,236.0,4433.0,18.78,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Tapioca,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,509.0,4714.0,9.26,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Tobacco,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,116.0,256.0,2.21,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Tobacco,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,102.0,262.0,2.57,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Urad,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,869.0,611.0,0.7,,,,,,,
Andhra Pradesh,Alluri sitharama raju,Urad,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2154.0,1891.0,0.88,,,,,,,
Andhra Pradesh,Alluri sitharama raju,other oilseeds,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,456.0,10897.0,23.9,,,,,,,
Andhra Pradesh,Anakapalli,Arecanut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,18.0,166.0,9.22,,,,,,,
Andhra Pradesh,Anakapalli,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,81.0,18.0,0.22,,,,,,,
Andhra Pradesh,Anakapalli,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,816.0,987.0,1.21,,,,,,,
Andhra Pradesh,Anakapalli,Cotton(lint),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,82.0,230.0,2.8,,,,,,,
Andhra Pradesh,Anakapalli,Cowpea(Lobia),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,61.0,37.0,0.61,,,,,,,
Andhra Pradesh,Anakapalli,Cowpea(Lobia),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,174.0,76.0,0.44,,,,,,,
Andhra Pradesh,Anakapalli,Dry chillies,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,63.0,394.0,6.25,,,,,,,
Andhra Pradesh,Anakapalli,Gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1.0,2.0,2.0,,,,,,,
Andhra Pradesh,Anakapalli,Groundnut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,75.0,232.0,3.09,,,,,,,
Andhra Pradesh,Anakapalli,Groundnut,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,438.0,662.0,1.51,,,,,,,
Andhra Pradesh,Anakapalli,Horse-gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,60.0,35.0,0.58,,,,,,,
Andhra Pradesh,Anakapalli,Jowar,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1.0,7.0,7.0,,,,,,,
Andhra Pradesh,Anakapalli,Maize,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,34.0,142.0,4.18,,,,,,,
Andhra Pradesh,Anakapalli,Maize,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,56.0,546.0,9.75,,,,,,,
Andhra Pradesh,Anakapalli,Moong(Green Gram),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,156.0,100.0,0.64,,,,,,,
Andhra Pradesh,Anakapalli,Moong(Green Gram),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2839.0,1468.0,0.52,,,,,,,
Andhra Pradesh,Anakapalli,Other Kharif pulses,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2.0,2.0,1.0,,,,,,,
Andhra Pradesh,Anakapalli,Ragi,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,3.0,3.0,1.0,,,,,,,
Andhra Pradesh,Anakapalli,Ragi,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,18.0,26.0,1.44,,,,,,,
Andhra Pradesh,Anakapalli,Rice,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,58204.0,182929.0,3.14,,,,,,,
Andhra Pradesh,Anakapalli,Rice,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1202.0,3552.0,2.96,,,,,,,
Andhra Pradesh,Anakapalli,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,474.0,30.0,0.06,,,,,,,
Andhra Pradesh,Anakapalli,Sesamum,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,2179.0,649.0,0.3,,,,,,,
Andhra Pradesh,Anakapalli,Sugarcane,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,15913.0,936029.0,58.82,,,,,,,
Andhra Pradesh,Anakapalli,Sunflower,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,37.0,37.0,1.0,,,,,,,
Andhra Pradesh,Anakapalli,Sweet potato,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,1.0,19.0,19.0,,,,,,,
Andhra Pradesh,Anakapalli,Tapioca,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,16.0,202.0,12.63,,,,,,,
Andhra Pradesh,Anakapalli,Tobacco,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1.0,3.0,3.0,,,,,,,
Andhra Pradesh,Anakapalli,Tobacco,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,14.0,28.0,2.0,,,,,,,
Andhra Pradesh,Anakapalli,Urad,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,244.0,264.0,1.08,,,,,,,
Andhra Pradesh,Anakapalli,Urad,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,8613.0,4711.0,0.55,,,,,,,
Andhra Pradesh,Anakapalli,other oilseeds,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2874.0,68680.0,23.9,,,,,,,
Andhra Pradesh,Anantapur,Arecanut,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,839.0,5042.0,6.01,,,,,,,
Andhra Pradesh,Anantapur,Arecanut,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,900.0,9490.0,10.54,88.218961,75.374376,7.27056,5042.0,6.01,4448.0,4.53
Andhra Pradesh,Anantapur,Arecanut,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,1094.0,11496.0,10.51,21.13804,-0.28463,21.555556,7266.0,8.275,4230.0,2.235
Andhra Pradesh,Anantapur,Arecanut,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,1214.0,9685.0,7.98,-15.753305,-24.072312,10.968921,8676.0,9.02,1009.0,-1.04
Andhra Pradesh,Anantapur,Arecanut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,210.0,1931.0,9.2,-80.061951,15.288221,-82.701812,10223.666667,9.676667,-8292.666667,-0.476667
Andhra Pradesh,Anantapur,Arhar/Tur,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,48972.0,2791.0,0.06,,,,,,,
Andhra Pradesh,Anantapur,Arhar/Tur,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,2.0,,0.0,,,,,,,
Andhra Pradesh,Anantapur,Arhar/Tur,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,39414.0,7922.0,0.2,183.840917,233.333333,-19.517275,2791.0,0.06,5131.0,0.14
Andhra Pradesh,Anantapur,Arhar/Tur,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,44.0,9.0,0.2,,,2100.0,,0.0,,0.2
Andhra Pradesh,Anantapur,Arhar/Tur,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,47363.0,3457.0,0.07,-56.36203,-65.0,20.167961,5356.5,0.13,-1899.5,-0.06
Andhra Pradesh,Anantapur,Arhar/Tur,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,48.0,4.0,0.08,-55.555556,-60.0,9.090909,9.0,0.1,-5.0,-0.02
Andhra Pradesh,Anantapur,Arhar/Tur,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,64861.0,1686.0,0.03,-51.22939,-57.142857,36.94445,4723.333333,0.11,-3037.333333,-0.08
Andhra Pradesh,Anantapur,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,57258.0,16662.0,0.29,888.256228,866.666667,-11.72199,4355.0,0.1,12307.0,0.19
Andhra Pradesh,Anantapur,Arhar/Tur,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,13.0,4.0,0.31,,,,6.5,0.14,-2.5,0.17
Andhra Pradesh,Anantapur,Bajra,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,2979.0,3447.0,1.16,,,,,,,
Andhra Pradesh,Anantapur,Bajra,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,26.0,30.0,1.15,,,,,,,
Andhra Pradesh,Anantapur,Bajra,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,2241.0,3431.0,1.53,-0.464172,31.896552,-24.773414,3447.0,1.16,-16.0,0.37
Andhra Pradesh,Anantapur,Bajra,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,29.0,44.0,1.52,46.666667,32.173913,11.538462,30.0,1.15,14.0,0.37
Andhra Pradesh,Anantapur,Bajra,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,2427.0,3432.0,1.41,0.029146,-7.843137,8.299866,3439.0,1.345,-7.0,0.065
Andhra Pradesh,Anantapur,Bajra,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,94.0,133.0,1.41,202.272727,-7.236842,224.137931,37.0,1.335,96.0,0.075
Andhra Pradesh,Anantapur,Bajra,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,1374.0,1035.0,0.75,-69.842657,-46.808511,-43.386897,3436.666667,1.366667,-2401.666667,-0.616667
Andhra Pradesh,Anantapur,Bajra,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,40.0,30.0,0.75,-77.443609,-46.808511,-57.446809,69.0,1.36,-39.0,-0.61
